IssueNo,IssueType,IssuePartNo,IssueGRNNo,IssueGRNLineNo,IssueWO,IssueWOItemNo,IssueQty,IssueUnitCost,IssueStandardCost,IssueDate,IssueNotes,IssueSubCon,IssueMoveReason,IssueReasonCode,IssueRaisePICredit,IssueHasLength,IssueHasArea,IssueNoOfUnits,IssueDimensionLength,IssueUnitOfLength,IssueDimensionBreadth,IssueUnitOfBreadth,IssueGRNOffcutItemNo,IssueIsReverseWOReclaim,IssueIsRework,IssueReworkReasonID,IssuedBy,StockReceipts
382348,WOIssue,"DRAWING REF 4916527
PART ....",82814,4,17390,0,2,0,0,27-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382347,WOIssue,"DRAWING REF 4916527
PART ....",82814,3,17390,0,2,0,0,27-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382346,WOIssue,"DRAWING REF 4916527
PART ....",82814,2,17390,0,2,0,0,27-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382345,WOIssue,"DRAWING REF 4916527
PART ....",82814,1,17390,0,2,0,0,27-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382344,WOIssue,"1"" x 1/8"" ALLUMINIUM FB x ....",82811,4,17390,0,2,13,0,27-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382307,WOIssue,PART No. 4916139 – Buckhor....,82784,1,17390,0,8,8.86,0,25-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381401,WOIssue,"McMASTER-CARR 9309K16 
Ti....",82294,2,17390,0,1,77,0,02-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381400,WOIssue,McMASTER-CARR 90116A252 31....,82294,1,17390,0,4,27,0,02-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381289,WOIssue,AL FLAT 6082T6 (5 X 5Mtr L....,82211,2,17390,0,25,3.69,0,22-08-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,90,
381288,WOIssue,"AL SQ TUBE 6082T6 5Mtr
1""....",82211,1,17390,0,2,31.8,0,22-08-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,90,
381843,WOIssue,NDT001,82550,1,17389,0,1,262,0,09-09-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381844,WOIssue,NDT001,82551,1,17387,0,1,132.5,0,02-09-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381768,WOIssue,Vehicle escorts (2)....,82501,4,17387,0,2,275,0,30-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381767,WOIssue,Extender trailer hire (26/....,82501,3,17387,0,1,150,0,30-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381765,WOIssue,Extender trailer hire (22/....,82501,1,17387,0,1,150,0,30-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382471,WOIssue,CARRIAGE....,82861,1,17380,0,1,7.95,0,22-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
382148,WOIssue,FORM001,82707,3,17380,0,1,120,0,18-10-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382147,WOIssue,FORM001,82707,2,17380,0,1,80,0,18-10-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382146,WOIssue,FORM001,82707,1,17380,0,3,50,0,18-10-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
382145,WOIssue,DESDRG001,82705,1,17380,0,1,2356.9,0,06-09-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381888,WOIssue,MH.27199- DRWING REF AC-C-....,82594,1,17380,0,1,115,0,11-10-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381738,WOIssue,RSA 40MM X 40MM X 5 X350MM....,82482,3,17380,0,1,12,0,28-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381737,WOIssue,P.F. CHANNEL 260MM X 75MM ....,82482,2,17380,0,2,62.5,0,28-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381736,WOIssue,P.F. CHANNEL 260MM X 75MM ....,82482,1,17380,0,2,45,0,28-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381727,WOIssue,AC-C-463-0007 rev P2 ITEM ....,82473,5,17380,0,4,0.42,0,27-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381726,WOIssue,AC-C-463-0001 rev P2 ITEM ....,82473,4,17380,0,20,0.2,0,27-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381725,WOIssue,AC-C-463-0001 rev P2 ITEM ....,82473,3,17380,0,40,0.05,0,27-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381724,WOIssue,AC-C-463-0001 rev P2 ITEM ....,82473,2,17380,0,80,0.02,0,27-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381723,WOIssue,AC-C-463-0001 rev P2 ITEM ....,82473,1,17380,0,20,0.21,0,27-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381702,WOIssue,HJP.25023-Drw 0005sht3-Ite....,82465,13,17380,0,2,2,0,26-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381701,WOIssue,MH.24221-Drw 0008sht1-STIF....,82465,12,17380,0,1,1909.98,0,26-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381700,WOIssue,MH.24220-Drw 0009sht3-Item....,82465,11,17380,0,3,3.5,0,26-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381699,WOIssue,MH.24219-Drw 0009sht3-Item....,82465,10,17380,0,1,9.62,0,26-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381698,WOIssue,MH.24218-Drw 0009sht3-Item....,82465,9,17380,0,1,14.17,0,26-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381697,WOIssue,MH.24217-Drw 0007sht 4-Ite....,82465,8,17380,0,1,44.12,0,26-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381696,WOIssue,MH.24216-Drw 0007sht 4-Ite....,82465,7,17380,0,4,5.1,0,26-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381695,WOIssue,MH.24215-Drw 0007sht3-Item....,82465,6,17380,0,2,2.77,0,26-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381694,WOIssue,MH.24214-Drw 0005sht2-Item....,82465,5,17380,0,7,1,0,26-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381693,WOIssue,MH.24213-Drw 0004sht2-Item....,82465,4,17380,0,3,99.2,0,26-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381692,WOIssue,MH.24210-Drw 0004sht2-item....,82465,3,17380,0,3,12.1,0,26-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381691,WOIssue,MH.24205-Drw 0003sht3-Item....,82465,2,17380,0,1,49.8,0,26-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381690,WOIssue,MH.24204-Drw 0003sht2-Item....,82465,1,17380,0,1,1264.94,0,26-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381689,WOIssue,CHS 323.9OD X 10.0 X 285MM....,82464,5,17380,0,1,88.24,0,26-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381688,WOIssue,CHS 101.6OD X 5.0 X 7000MM....,82464,4,17380,0,1,259.41,0,26-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381687,WOIssue,"CHS 76.1OD X 5.0 X 6000MM
....",82464,3,17380,0,4,158.83,0,26-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381686,WOIssue,"CHS 48.3OD X 5.0 X 7000MM
....",82464,2,17380,0,1,114.88,0,26-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381685,WOIssue,"CHS 38.3OD X 5.0 X 200MM
....",82464,1,17380,0,1,23.53,0,26-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381662,WOIssue,"PRODUCT REF 158A9322
RHP ....",82450,1,17380,0,2,65.735,0,26-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381653,WOIssue,"Pressed profile, 90°, 364 ....",82443,4,17380,0,2,55,0,22-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381652,WOIssue,"Profile, 919 x 216mm x 10m....",82443,3,17380,0,2,32,0,22-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381651,WOIssue,"Profile, 952 x 356mm x 10m....",82443,2,17380,0,2,54,0,22-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381650,WOIssue,Pressed rectangle to round....,82443,1,17380,0,4,350,0,22-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381919,WOIssue,HIRE01,82605,1,17379,0,1,261.91,0,30-09-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381836,WOIssue,HIRE01,82544,12,17379,0,1,72,0,13-09-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381835,WOIssue,HIRE01,82544,11,17379,0,1,50.4,0,13-09-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381834,WOIssue,HIRE01,82544,10,17379,0,2,21.6,0,13-09-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381833,WOIssue,HIRE01,82544,9,17379,0,1,39.6,0,13-09-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381832,WOIssue,HIRE01,82544,8,17379,0,2,12.6,0,13-09-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381831,WOIssue,HIRE01,82544,7,17379,0,2,138.6,0,13-09-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381830,WOIssue,HIRE01,82544,6,17379,0,1,10.8,0,13-09-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381829,WOIssue,HIRE01,82544,5,17379,0,2,5.4,0,13-09-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381828,WOIssue,HIRE01,82544,4,17379,0,1,6,0,13-09-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381827,WOIssue,HIRE01,82544,3,17379,0,2,99,0,13-09-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381826,WOIssue,HIRE01,82544,2,17379,0,1,187.2,0,13-09-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381825,WOIssue,HIRE01,82543,1,17379,0,1,18,0,13-09-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381824,WOIssue,HIRE01,82542,6,17379,0,1,7.2,0,07-09-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381823,WOIssue,HIRE01,82542,5,17379,0,1,10.8,0,07-09-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381822,WOIssue,HIRE01,82542,4,17379,0,1,99,0,07-09-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381821,WOIssue,HIRE01,82542,3,17379,0,1,5.4,0,07-09-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381820,WOIssue,HIRE01,82542,2,17379,0,1,127.8,0,07-09-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381819,WOIssue,HIRE01,82542,1,17379,0,1,15,0,07-09-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381818,WOIssue,HIRE01,82541,2,17379,0,1,214.2,0,09-09-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381817,WOIssue,HIRE01,82541,1,17379,0,1,15,0,09-09-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381489,WOIssue,HIRE01,82355,1,17379,0,1,36,0,31-08-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381488,WOIssue,HIRE01,82354,11,17379,0,1,120,0,31-08-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381487,WOIssue,HIRE01,82354,10,17379,0,1,84,0,31-08-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381486,WOIssue,HIRE01,82354,8,17379,0,1,36,0,31-08-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381485,WOIssue,HIRE01,82354,7,17379,0,2,33,0,31-08-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381484,WOIssue,HIRE01,82354,6,17379,0,2,21,0,31-08-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381483,WOIssue,HIRE01,82354,5,17379,0,2,231,0,31-08-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381482,WOIssue,HIRE01,82354,4,17379,0,2,9,0,31-08-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381481,WOIssue,HIRE01,82354,3,17379,0,1,18,0,31-08-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381480,WOIssue,HIRE01,82354,2,17379,0,2,165,0,31-08-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381479,WOIssue,HIRE01,82354,1,17379,0,1,312,0,31-08-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381478,WOIssue,HIRE01,82351,7,17379,0,1,15,0,31-08-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381477,WOIssue,HIRE01,82351,6,17379,0,1,1.6,0,31-08-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381476,WOIssue,HIRE01,82351,5,17379,0,1,2.4,0,31-08-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381475,WOIssue,HIRE01,82351,4,17379,0,1,22,0,31-08-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381474,WOIssue,HIRE01,82351,3,17379,0,2,2,0,31-08-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381473,WOIssue,HIRE01,82351,2,17379,0,1,1.2,0,31-08-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381472,WOIssue,HIRE01,82351,1,17379,0,1,28.4,0,31-08-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381471,WOIssue,HIRE01,82349,2,17379,0,1,15,0,31-08-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381470,WOIssue,HIRE01,82349,1,17379,0,1,183.6,0,31-08-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381439,WOIssue,HIRE01,82332,2,17379,0,1,160,0,31-08-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381438,WOIssue,HIRE01,82332,1,17379,0,1,380.96,0,31-08-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381863,WOIssue,NDT001,82560,1,17378,0,1,525,0,20-09-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381399,WOIssue,"DRAWING 0000434893
PART R....",82293,1,17378,0,4,17.5,0,02-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381234,WOIssue,"S43282 - ITEM 213,217
Siz....",82180,14,17378,0,2,24.53,0,15-08-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,90,
381233,WOIssue,"S43282 - ITEM 212,216
Siz....",82180,13,17378,0,2,32.24,0,15-08-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,90,
381232,WOIssue,"S43282 - ITEM 209
Size : ....",82180,12,17378,0,4,4.5,0,15-08-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,90,
381231,WOIssue,"S43282 - ITEM 208
Size : ....",82180,11,17378,0,4,9.72,0,15-08-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,90,
381230,WOIssue,"S43281 - ITEM 222
Size : ....",82180,10,17378,0,2,4.41,0,15-08-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,90,
381229,WOIssue,"S43281 - ITEM 221
Size : ....",82180,9,17378,0,2,7.63,0,15-08-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,90,
381228,WOIssue,"S43281 - ITEM 216
Size : ....",82180,8,17378,0,8,4.93,0,15-08-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,90,
381227,WOIssue,"S43281 - ITEM 215
Size : ....",82180,7,17378,0,8,9.72,0,15-08-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,90,
381226,WOIssue,"S43281 - ITEM 214,220,,205....",82180,6,17378,0,28,11.69,0,15-08-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,90,
381225,WOIssue,"S43281 - ITEM 213, 219, 20....",82180,5,17378,0,14,25.25,0,15-08-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,90,
381224,WOIssue,"HJP.22326 ITEMS 210 & 214
....",82180,4,17378,0,2,82.34,0,15-08-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,90,
381223,WOIssue,"HJP.22325 ITEMS 204
Size ....",82180,3,17378,0,4,82.34,0,15-08-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,90,
381222,WOIssue,"HJP.22324 ITEMS 217
Size ....",82180,2,17378,0,2,82.34,0,15-08-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,90,
381221,WOIssue,"HJP.22323 ITEMS 211
Size ....",82180,1,17378,0,8,82.34,0,15-08-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,90,
381220,WOIssue,"JP.22580 - ITEM 214,220,,2....",82179,1,17378,0,28,7.5,0,16-08-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,90,
381211,WOIssue,"150 x 150 x 16 SHS 
MATER....",82173,1,17378,0,8.49,162,0,16-08-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,90,
381916,WOIssue,NDT001,82601,1,17377,0,1,88.92,0,30-08-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,414,
381640,WOIssue,MC001,82437,10,17377,0,4,129.17,0,22-09-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381639,WOIssue,MC001,82437,9,17377,0,4,68.75,0,22-09-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381638,WOIssue,MC001,82437,8,17377,0,8,65.63,0,22-09-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381637,WOIssue,MC001,82437,7,17377,0,4,120.83,0,22-09-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381636,WOIssue,MC001,82437,6,17377,0,8,57.29,0,22-09-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381635,WOIssue,MC001,82437,5,17377,0,8,106.25,0,22-09-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381634,WOIssue,MC001,82437,4,17377,0,4,68.75,0,22-09-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381633,WOIssue,MC001,82437,3,17377,0,1,275,0,22-09-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381632,WOIssue,MC001,82437,2,17377,0,1,325,0,22-09-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381631,WOIssue,MC001,82437,1,17377,0,1,375,0,22-09-2022 00:00,null,TRUE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381417,WOIssue,"ITEM 361
M6 X 25 SOCKET C....",82305,6,17377,0,24,0.07,0,05-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381416,WOIssue,"ITEM 360
M10 X 50 HEX HEA....",82305,5,17377,0,4,0.18,0,05-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381415,WOIssue,"ITEM 359
M10 X 45 HEX HEA....",82305,4,17377,0,8,0.17,0,05-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381414,WOIssue,"ITEM 358
M10 X 30 HEX HEA....",82305,3,17377,0,4,0.13,0,05-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381413,WOIssue,"ITEM 357
M12 X 40 HEX HEA....",82305,2,17377,0,6,0.25,0,05-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381412,WOIssue,"ITEM 356
M12 X 50 HEX HEA....",82305,1,17377,0,4,0.27,0,05-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381409,WOIssue,"DRW 997258 ITEM 353
M6 LO....",82298,4,17377,0,16,2.07125,0,05-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
381408,WOIssue,"DRW 997258 ITEM 355
SLIP ....",82298,3,17377,0,3,28.67,0,05-09-2022 00:00,null,FALSE,null,null,FALSE,FALSE,FALSE,0,0,null,0,null,0,FALSE,FALSE,null,0,
